/* DATA DESCRIPTION:
Citation:	Bouchet, Marie; Landais, Amaëlle; Grisart, Antoine; Parrenin, Frédéric; Prié, Frédéric; Jacob, Roxanne; Fourré, Elise; Capron, Emilie; Raynaud, Dominique; Lipenkov, Vladimir Ya; Loutre, Marie-France; Extier, Thomas; Svensson, Anders M; Martinerie, Patricia; Leuenberger, Markus Christian; Jiang, Wei; Ritterbusch, Florian; Lu, Zheng-Tian; Yang, Guo-Min (2026): AICC2023, TALDICE [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.990384, 
	In: Bouchet, M et al. (2023): The Antarctic ice core chronology (AICC2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.961017
Keyword(s):	Accumulation rate; Bayesian; Depth/age; Dronning Maud Land; EPICA Dome C ice core; Ice core; Ice core chronology; NGRIP
Related to:	Baumgartner, Matthias; Kindler, Philippe; Eicher, Olivier; Floch, Gilbert; Schilt, Adrian; Schwander, Jakob; Spahni, Renato; Capron, Emilie; Chappellaz, Jérôme A; Leuenberger, Markus Christian; Fischer, Hubertus; Stocker, Thomas F (2014): NGRIP CH4 concentration from 120 to 10 kyr before present and its relation to a δ15N temperature reconstruction from the same ice core. Climate of the Past, 10(2), 903-920, https://doi.org/10.5194/cp-10-903-2014
	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Bréant, Camille; Martinerie, Patricia; Orsi, Anaïs; Arnaud, Laurent; Landais, Amaëlle (2017): Modelling firn thickness evolution during the last deglaciation: constraints on sensitivity to temperature and impurities. Climate of the Past, 13(7), 833-853, https://doi.org/10.5194/cp-13-833-2017
	Buizert, Christo; Cuffey, Kurt M; Severinghaus, Jeffrey P; Baggenstos, Daniel; Fudge, Tyler J; Steig, Eric J; Markle, Bradley R; Winstrup, Mai; Rhodes, Rachael H; Brook, Edward J; Sowers, Todd A; Clow, Gary D; Cheng, Hai; Edwards, Ross L; Sigl, Michael; McConnell, Joseph R; Taylor, Kendrick C (2015): The WAIS Divide deep ice core WD2014 chronology - Part 1: Methane synchronization (68–31 ka BP) and the gas age–ice age difference. Climate of the Past, 11(2), 153-173, https://doi.org/10.5194/cp-11-153-2015
	Buizert, Christo; Sigl, Michael; Severi, Mirko; Markle, Bradley R; Wettstein, Justin J; McConnell, Joseph R; Pedro, Joel B; Sodemann, Harald; Goto-Azuma, Kumiko; Kawamura, Kenji; Fujita, Shuji; Motoyama, Hideaki; Hirabayashi, Motohiro; Uemura, Ryu; Stenni, Barbara; Parrenin, Frédéric; He, Feng; Fudge, Tyler J; Steig, Eric J (2018): Abrupt ice-age shifts in southern westerly winds and Antarctic climate forced from the north. Nature, 563(7733), 681-685, https://doi.org/10.1038/s41586-018-0727-5
	Crotti, Ilaria; Landais, Amaëlle; Stenni, Barbara; Bazin, Lucie; Parrenin, Frédéric; Frezzotti, Massimo; Ritterbusch, Florian; Lu, Zheng-Tian; Jiang, Wei; Yang, Guo-Min; Fourré, Elise; Orsi, Anais J; Jacob, Roxanne; Minster, Bénédicte; Prié, Frédéric; Dreossi, Giuliano; Barbante, Carlo (2021): An extension of the TALDICE ice core age scale reaching back to MIS 10.1. Quaternary Science Reviews, 266, 107078, https://doi.org/10.1016/j.quascirev.2021.107078
	Parrenin, Frédéric; Petit, Jean Robert; Masson-Delmotte, Valerie; Wolff, E; Basile-Doelsch, Isabelle; Jouzel, Jean; Lipenkov, V; Rasmussen, Sune Olander; Schwander, Jakob; Severi, Mirko; Udisti, Roberto; Veres, Daniel; Vinther, Bo Møllesøe (2012): Volcanic synchronisation between the EPICA Dome C and Vostok ice cores (Antarctica) 0–145 kyr BP. Climate of the Past, 8(3), 1031-1045, https://doi.org/10.5194/cp-8-1031-2012
	Severi, Mirko; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Traversi, Rita; Udisti, Roberto; Ruth, Urs; Fischer, Hubertus; Huybrechts, Philippe; Wolff, Eric William; Parrenin, Frédéric; Kaufmann, Patrik R; Lambert, Fabrice; Steffensen, Jørgen Peder (2007): Synchronisation of the EDML and EDC ice cores for the last 52 kyr by volcanic signature matching. Climate of the Past, 3, 367-374, https://doi.org/10.5194/cp-3-367-2007
	Sigl, Michael; Fudge, Tyler J; Winstrup, Mai; Cole-Dai, Jihong; Ferris, David G; McConnell, Joseph R; Taylor, Kendrick C; Welten, Kees C; Woodruff, Thomas E; Adolphi, Florian; Faïn, Xavier; Brook, Edward J; Buizert, Christo; Caffee, Marc W; Dunbar, Nelia W; Edwards, Ross L; Geng, Lei; Iverson, Nels; Koffman, Bess G; Layman, Lawrence; Maselli, Olivia J; McGwire, Kenneth C; Muscheler, Raimund; Nishiizumi, Kunihiko; Pasteris, Daniel R; Rhodes, Rachael H; Sowers, Todd A (2016): The WAIS Divide deep ice core WD2014 chronology – Part 2: Annual-layer counting (0–31 ka BP). Climate of the Past, 12(3), 769-786, https://doi.org/10.5194/cp-12-769-2016
	Svensson, Anders M; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Blunier, Thomas; Rasmussen, Sune Olander; Vinther, Bo Møllesøe; Vallelonga, Paul T; Capron, Emilie; Gkinis, Vasileios; Cook, Eliza; Kjær, Helle Astrid; Muscheler, Raimund; Kipfstuhl, Sepp; Wilhelms, Frank; Stocker, Thomas F; Fischer, Hubertus; Adolphi, Florian; Erhardt, Tobias; Sigl, Michael; Landais, Amaëlle; Parrenin, Frédéric; Buizert, Christo; McConnell, Joseph R; Severi, Mirko; Mulvaney, Robert; Bigler, Matthias (2020): Bipolar volcanic synchronization of abrupt climate change in Greenland and Antarctic ice cores during the last glacial period. Climate of the Past, 16(4), 1565-1580, https://doi.org/10.5194/cp-16-1565-2020
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Funding:	European Research Council (ERC), grant/award no. 817493: ICORDA - Ice CORe DAting tools revisited to infer the dynamic of glacial – interglacial transitions over the last 1.5 million years (URI: https://doi.org/10.3030/817493)
Coverage:	LATITUDE: -72.783330 * LONGITUDE: 159.066670
	DATE/TIME START: 2005-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 0 m * MAXIMUM DEPTH, ice/snow: 1597 m
Event(s):	TALDICE (Talos Dome) * LATITUDE: -72.783330 * LONGITUDE: 159.066670 * DATE/TIME START: 2005-01-01T00:00:00 * DATE/TIME END: 2008-12-31T00:00:00 * ELEVATION: 2315.0 m * RECOVERY: 89 m * LOCATION: Antarctica * METHOD/DEVICE: Electromechanical drill (EMD)
Comment:	Version 2, 2026-02-05: Previous version doi:10.1594/PANGAEA.961021 contains errors in ice age AICC2012 and gas age AICC2012.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Ice age [ka BP] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2012
	Ice age [ka BP] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Ice age, uncertainty [ka] (Ice age unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Gas age [ka BP] (Gas age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2012
	Gas age [ka BP] (Gas age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Gas age, uncertainty [ka] (Gas age unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Age, difference, uncertainty [±] (Age diff unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: Ice-Gas Age difference uncertainty
	Accumulation of snow/ice, analyzed [m/a] (Acc rate ice analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Accumulation of snow/ice, analyzed, uncertainty [±] (Acc rate ice analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Thinning, analyzed (Thinning analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Thinning, analyzed, uncertainty (Thinning analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Lock-in-Depth, analyzed [m] (LID analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Lock-in-Depth, analyzed, uncertainty [m] (LID analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Depth, difference [m] (Depth diff) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: Between ice and gas of same age
	Depth, difference, uncertainty [±] (Depth diff unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	23273 data points
*/
Depth ice/snow [m]	Ice age [ka BP] (AICC2012)	Ice age [ka BP] (AICC2023)	Ice age unc [ka] (AICC2023)	Gas age [ka BP] (AICC2012)	Gas age [ka BP] (AICC2023)	Gas age unc [ka] (AICC2023)	Age diff unc [±] (Ice-Gas Age difference uncert...)	Acc rate ice analyzed [m/a]	Acc rate ice analyzed unc [±]	Thinning analyzed	Thinning analyzed unc	LID analyzed [m]	LID analyzed unc [m]	Depth diff [m] (Between ice and gas of same age)	Depth diff unc [±]
0	-0.0540	-0.0607	0.010					0.1403	0.0173	0.9997	0.0012				
1	-0.0500	-0.0536	0.009					0.1412	0.0169	0.9994	0.0016				
2	-0.0459	-0.0465	0.009					0.1420	0.0167	0.9991	0.0021				
3	-0.0421	-0.0394	0.009					0.1428	0.0165	0.9989	0.0026				
4	-0.0381	-0.0324	0.009					0.1436	0.0162	0.9986	0.0030				
5	-0.0337	-0.0255	0.009					0.1443	0.0161	0.9982	0.0035				
6	-0.0289	-0.0185	0.009					0.1449	0.0157	0.9979	0.0040				
7	-0.0238	-0.0116	0.010					0.1456	0.0156	0.9976	0.0046				
8	-0.0186	-0.0047	0.010					0.1461	0.0152	0.9972	0.0052				
9	-0.0130	0.0021	0.010					0.1466	0.0151	0.9969	0.0058				
10	-0.0072	0.0090	0.010					0.1470	0.0149	0.9965	0.0065				
11	-0.0015	0.0158	0.010					0.1473	0.0146	0.9961	0.0071				
12	0.0046	0.0226	0.011					0.1477	0.0146	0.9957	0.0077				
13	0.0107	0.0294	0.011					0.1479	0.0143	0.9954	0.0082				
14	0.0167	0.0362	0.011					0.1481	0.0144	0.9950	0.0088				
15	0.0228	0.0430	0.011					0.1482	0.0140	0.9946	0.0094				
16	0.0292	0.0498	0.012					0.1481	0.0140	0.9942	0.0101				
17	0.0358	0.0566	0.012					0.1340	0.0124	0.9938	0.0108				
18	0.0429	0.0641	0.012					0.1339	0.0123	0.9934	0.0114				
19	0.0501	0.0716	0.012					0.1338	0.0124	0.9930	0.0119				
20	0.0572	0.0791	0.013					0.1335	0.0121	0.9925	0.0124				
21	0.0648	0.0867	0.013					0.1332	0.0121	0.9921	0.0130				
22	0.0723	0.0943	0.013					0.1329	0.0120	0.9917	0.0137				
23	0.0799	0.1018	0.014					0.1325	0.0119	0.9913	0.0144				
24	0.0874	0.1095	0.014					0.1320	0.0121	0.9908	0.0150				
25	0.0952	0.1171	0.014					0.1315	0.0118	0.9904	0.0155				
26	0.1032	0.1248	0.014					0.1309	0.0118	0.9899	0.0160				
27	0.1110	0.1325	0.015					0.1302	0.0118	0.9894	0.0166				
28	0.1188	0.1403	0.015					0.1296	0.0116	0.9890	0.0173				
29	0.1266	0.1481	0.015					0.1315	0.0120	0.9885	0.0180				
30	0.1346	0.1558	0.016					0.1306	0.0117	0.9880	0.0187				
31	0.1424	0.1635	0.016					0.1298	0.0117	0.9875	0.0190				
32	0.1506	0.1713	0.016					0.1290	0.0116	0.9870	0.0195				
33	0.1588	0.1792	0.016					0.1282	0.0114	0.9865	0.0201				
34	0.1671	0.1871	0.017					0.1274	0.0115	0.9860	0.0208				
35	0.1754	0.1950	0.017					0.1266	0.0112	0.9855	0.0215				
36	0.1837	0.2030	0.017					0.1258	0.0111	0.9850	0.0222				
37	0.1920	0.2111	0.017					0.1250	0.0110	0.9844	0.0225				
38	0.2005	0.2192	0.018					0.1243	0.0108	0.9839	0.0230				
39	0.2090	0.2274	0.018					0.1234	0.0109	0.9834	0.0236				
40	0.2174	0.2357	0.018					0.1206	0.0104	0.9829	0.0243				
41	0.2263	0.2441	0.018					0.1199	0.0104	0.9823	0.0251				
42	0.2352	0.2526	0.019					0.1191	0.0102	0.9818	0.0257				
43	0.2444	0.2611	0.019					0.1184	0.0101	0.9813	0.0260				
44	0.2535	0.2697	0.019		-0.0578	0.063	0.066	0.1177	0.0102	0.9807	0.0264	62.82	12.54	43.59	8.80
45	0.2627	0.2784	0.019		-0.0505	0.063	0.066	0.1170	0.0099	0.9802	0.0270	62.82	12.51	43.57	8.77
46	0.2719	0.2871	0.020		-0.0434	0.063	0.065	0.1163	0.0100	0.9796	0.0277	62.84	12.52	43.56	8.78
47	0.2810	0.2959	0.020		-0.0361	0.062	0.065	0.1157	0.0098	0.9791	0.0285	62.81	12.53	43.53	8.78
48	0.2902	0.3047	0.020		-0.0289	0.062	0.064	0.1150	0.0098	0.9785	0.0292	62.80	12.50	43.50	8.76
49	0.2996	0.3136	0.020		-0.0218	0.062	0.064	0.1140	0.0097	0.9780	0.0295	62.80	12.56	43.48	8.80
50	0.3090	0.3226	0.020		-0.0145	0.061	0.064	0.1093	0.0092	0.9775	0.0299	62.74	12.49	43.42	8.75
51	0.3189	0.3319	0.020		-0.0076	0.061	0.063	0.1086	0.0094	0.9769	0.0304	62.77	12.52	43.42	8.77
52	0.3288	0.3414	0.020		-0.0005	0.061	0.063	0.1080	0.0092	0.9764	0.0311	62.76	12.51	43.39	8.76
53	0.3387	0.3509	0.020		0.0065	0.061	0.063	0.1074	0.0092	0.9758	0.0320	62.75	12.49	43.36	8.75
54	0.3487	0.3604	0.021		0.0135	0.061	0.063	0.1067	0.0093	0.9753	0.0327	62.76	12.53	43.34	8.78
55	0.3586	0.3700	0.021		0.0206	0.060	0.062	0.1061	0.0091	0.9748	0.0329	62.73	12.48	43.30	8.74
56	0.3688	0.3797	0.021		0.0275	0.061	0.062	0.1055	0.0092	0.9742	0.0332	62.72	12.52	43.28	8.77
57	0.3793	0.3894	0.021		0.0346	0.060	0.062	0.1049	0.0091	0.9737	0.0338	62.71	12.48	43.24	8.74
58	0.3895	0.3992	0.021		0.0414	0.060	0.062	0.1040	0.0090	0.9731	0.0345	62.74	12.50	43.24	8.75
59	0.4000	0.4091	0.021		0.0483	0.060	0.062	0.0990	0.0088	0.9726	0.0354	62.73	12.51	43.21	8.75
60	0.4110	0.4194	0.021		0.0553	0.062	0.064	0.0985	0.0086	0.9720	0.0360	62.73	12.48	43.19	8.74
61	0.4218	0.4299	0.021		0.0628	0.067	0.068	0.0979	0.0087	0.9715	0.0362	62.73	12.54	43.17	8.78
62	0.4328	0.4404	0.021		0.0707	0.067	0.068	0.0973	0.0087	0.9709	0.0365	62.70	12.48	43.13	8.73
63	0.4438	0.4510	0.021		0.0782	0.067	0.068	0.0967	0.0086	0.9704	0.0371	62.72	12.49	43.12	8.74
64	0.4548	0.4617	0.021		0.0859	0.067	0.069	0.0962	0.0087	0.9699	0.0378	62.73	12.53	43.11	8.76
65	0.4660	0.4724	0.021		0.0936	0.067	0.068	0.0956	0.0086	0.9693	0.0387	62.73	12.48	43.08	8.73
66	0.4774	0.4832	0.021		0.1014	0.068	0.069	0.0955	0.0086	0.9687	0.0393	62.73	12.51	43.05	8.75
67	0.4887	0.4940	0.021		0.1091	0.068	0.069	0.0999	0.0092	0.9682	0.0395	62.74	12.50	43.04	8.74
68	0.4994	0.5043	0.021		0.1170	0.068	0.069	0.0993	0.0089	0.9677	0.0398	62.73	12.48	43.01	8.73
69	0.5102	0.5147	0.021		0.1248	0.069	0.070	0.0988	0.0090	0.9671	0.0403	62.74	12.54	42.99	8.76
70	0.5211	0.5252	0.021		0.1328	0.069	0.070	0.0983	0.0089	0.9666	0.0411	62.72	12.49	42.96	8.73
71	0.5318	0.5357	0.021	-0.0138	0.1408	0.069	0.070	0.0977	0.0088	0.9660	0.0420	62.72	12.49	42.93	8.73
72	0.5428	0.5463	0.021	-0.0054	0.1487	0.069	0.070	0.0972	0.0089	0.9655	0.0426	62.73	12.53	42.92	8.75
73	0.5537	0.5570	0.021	0.0089	0.1566	0.069	0.070	0.0966	0.0087	0.9649	0.0427	62.74	12.48	42.90	8.72
74	0.5648	0.5677	0.021	0.0142	0.1645	0.070	0.070	0.0961	0.0089	0.9643	0.0430	62.74	12.52	42.87	8.74
75	0.5760	0.5785	0.021	0.0266	0.1722	0.070	0.071	0.0979	0.0089	0.9638	0.0435	62.79	12.50	42.88	8.74
76	0.5869	0.5891	0.021	0.0580	0.1804	0.071	0.071	0.0973	0.0089	0.9632	0.0443	62.76	12.49	42.84	8.73
77	0.5979	0.5997	0.021	0.0735	0.1886	0.071	0.072	0.0967	0.0089	0.9626	0.0452	62.75	12.54	42.81	8.76
78	0.6089	0.6105	0.021	0.0795	0.1968	0.072	0.072	0.0961	0.0088	0.9620	0.0457	62.74	12.48	42.78	8.72
79	0.6200	0.6213	0.021	0.0806	0.2049	0.072	0.073	0.0955	0.0090	0.9614	0.0458	62.76	12.52	42.77	8.74
80	0.6313	0.6322	0.021	0.0979	0.2130	0.073	0.073	0.0950	0.0088	0.9608	0.0461	62.80	12.51	42.77	8.73
81	0.6425	0.6431	0.021	0.0996	0.2213	0.073	0.074	0.0944	0.0089	0.9602	0.0466	62.79	12.50	42.74	8.72
82	0.6535	0.6542	0.021	0.1217	0.2298	0.074	0.075	0.0939	0.0088	0.9595	0.0474	62.79	12.55	42.71	8.76
83	0.6648	0.6653	0.021	0.1311	0.2385	0.075	0.076	0.0918	0.0086	0.9589	0.0484	62.75	12.48	42.66	8.71
84	0.6762	0.6766	0.021	0.1387	0.2472	0.076	0.077	0.0913	0.0087	0.9583	0.0488	62.75	12.51	42.64	8.73
85	0.6877	0.6881	0.021	0.1585	0.2560	0.077	0.077	0.0909	0.0086	0.9577	0.0488	62.74	12.51	42.60	8.73
86	0.6993	0.6995	0.021	0.1666	0.2646	0.077	0.078	0.0904	0.0088	0.9570	0.0491	62.76	12.49	42.60	8.71
87	0.7111	0.7111	0.021	0.1800	0.2734	0.078	0.079	0.0901	0.0086	0.9564	0.0497	62.78	12.55	42.58	8.75
88	0.7228	0.7227	0.021	0.1830	0.2823	0.078	0.079	0.0897	0.0087	0.9557	0.0505	62.77	12.49	42.55	8.71
89	0.7347	0.7344	0.021	0.2096	0.2913	0.079	0.079	0.0893	0.0086	0.9551	0.0515	62.76	12.50	42.52	8.72
90	0.7466	0.7461	0.021	0.2102	0.3003	0.079	0.080	0.0891	0.0086	0.9545	0.0518	62.77	12.52	42.50	8.73
91	0.7585	0.7579	0.021	0.2115	0.3094	0.080	0.080	0.0898	0.0088	0.9538	0.0518	62.77	12.48	42.47	8.71
92	0.7703	0.7695	0.022	0.2175	0.3184	0.081	0.082	0.0896	0.0087	0.9532	0.0521	62.79	12.54	42.47	8.75
93	0.7820	0.7812	0.022	0.2401	0.3278	0.084	0.085	0.0893	0.0089	0.9526	0.0527	62.79	12.50	42.44	8.72
94	0.7937	0.7930	0.022	0.2480	0.3376	0.084	0.085	0.0891	0.0087	0.9520	0.0535	62.78	12.50	42.40	8.71
95	0.8056	0.8048	0.022	0.2697	0.3473	0.085	0.086	0.0889	0.0088	0.9513	0.0546	62.78	12.54	42.38	8.74
96	0.8176	0.8166	0.023	0.2842	0.3571	0.085	0.086	0.0887	0.0087	0.9507	0.0547	62.77	12.49	42.35	8.71
97	0.8295	0.8285	0.023	0.2914	0.3670	0.086	0.087	0.0885	0.0087	0.9500	0.0547	62.76	12.51	42.32	8.72
98	0.8413	0.8404	0.023	0.2927	0.3768	0.087	0.088	0.0890	0.0088	0.9494	0.0550	62.77	12.51	42.30	8.72
99	0.8530	0.8522	0.023	0.3058	0.3867	0.087	0.088	0.0935	0.0091	0.9488	0.0556	62.78	12.49	42.28	8.71
100	0.8644	0.8635	0.024	0.3130	0.3968	0.088	0.089	0.0934	0.0092	0.9481	0.0564	62.78	12.54	42.25	8.74
101	0.8757	0.8748	0.024	0.3185	0.4070	0.090	0.091	0.0933	0.0091	0.9475	0.0576	62.76	12.49	42.21	8.71
102	0.8868	0.8861	0.024	0.3301	0.4175	0.093	0.094	0.0932	0.0092	0.9468	0.0575	62.77	12.49	42.19	8.71
