/* DATA DESCRIPTION:
Citation:	Bouchet, Marie; Landais, Amaëlle; Grisart, Antoine; Parrenin, Frédéric; Prié, Frédéric; Jacob, Roxanne; Fourré, Elise; Capron, Emilie; Raynaud, Dominique; Lipenkov, Vladimir Ya; Loutre, Marie-France; Extier, Thomas; Svensson, Anders M; Martinerie, Patricia; Leuenberger, Markus Christian; Jiang, Wei; Ritterbusch, Florian; Lu, Zheng-Tian; Yang, Guo-Min (2026): Correspondence between AICC2023, AICC2012 and WD2014 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.990386, 
	In: Bouchet, M et al. (2023): The Antarctic ice core chronology (AICC2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.961017
Keyword(s):	Accumulation rate; Bayesian; Depth/age; Dronning Maud Land; EPICA Dome C ice core; Ice core; Ice core chronology; NGRIP
Related to:	Baumgartner, Matthias; Kindler, Philippe; Eicher, Olivier; Floch, Gilbert; Schilt, Adrian; Schwander, Jakob; Spahni, Renato; Capron, Emilie; Chappellaz, Jérôme A; Leuenberger, Markus Christian; Fischer, Hubertus; Stocker, Thomas F (2014): NGRIP CH4 concentration from 120 to 10 kyr before present and its relation to a δ15N temperature reconstruction from the same ice core. Climate of the Past, 10(2), 903-920, https://doi.org/10.5194/cp-10-903-2014
	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Bréant, Camille; Martinerie, Patricia; Orsi, Anaïs; Arnaud, Laurent; Landais, Amaëlle (2017): Modelling firn thickness evolution during the last deglaciation: constraints on sensitivity to temperature and impurities. Climate of the Past, 13(7), 833-853, https://doi.org/10.5194/cp-13-833-2017
	Buizert, Christo; Cuffey, Kurt M; Severinghaus, Jeffrey P; Baggenstos, Daniel; Fudge, Tyler J; Steig, Eric J; Markle, Bradley R; Winstrup, Mai; Rhodes, Rachael H; Brook, Edward J; Sowers, Todd A; Clow, Gary D; Cheng, Hai; Edwards, Ross L; Sigl, Michael; McConnell, Joseph R; Taylor, Kendrick C (2015): The WAIS Divide deep ice core WD2014 chronology - Part 1: Methane synchronization (68–31 ka BP) and the gas age–ice age difference. Climate of the Past, 11(2), 153-173, https://doi.org/10.5194/cp-11-153-2015
	Buizert, Christo; Sigl, Michael; Severi, Mirko; Markle, Bradley R; Wettstein, Justin J; McConnell, Joseph R; Pedro, Joel B; Sodemann, Harald; Goto-Azuma, Kumiko; Kawamura, Kenji; Fujita, Shuji; Motoyama, Hideaki; Hirabayashi, Motohiro; Uemura, Ryu; Stenni, Barbara; Parrenin, Frédéric; He, Feng; Fudge, Tyler J; Steig, Eric J (2018): Abrupt ice-age shifts in southern westerly winds and Antarctic climate forced from the north. Nature, 563(7733), 681-685, https://doi.org/10.1038/s41586-018-0727-5
	Crotti, Ilaria; Landais, Amaëlle; Stenni, Barbara; Bazin, Lucie; Parrenin, Frédéric; Frezzotti, Massimo; Ritterbusch, Florian; Lu, Zheng-Tian; Jiang, Wei; Yang, Guo-Min; Fourré, Elise; Orsi, Anais J; Jacob, Roxanne; Minster, Bénédicte; Prié, Frédéric; Dreossi, Giuliano; Barbante, Carlo (2021): An extension of the TALDICE ice core age scale reaching back to MIS 10.1. Quaternary Science Reviews, 266, 107078, https://doi.org/10.1016/j.quascirev.2021.107078
	Parrenin, Frédéric; Petit, Jean Robert; Masson-Delmotte, Valerie; Wolff, E; Basile-Doelsch, Isabelle; Jouzel, Jean; Lipenkov, V; Rasmussen, Sune Olander; Schwander, Jakob; Severi, Mirko; Udisti, Roberto; Veres, Daniel; Vinther, Bo Møllesøe (2012): Volcanic synchronisation between the EPICA Dome C and Vostok ice cores (Antarctica) 0–145 kyr BP. Climate of the Past, 8(3), 1031-1045, https://doi.org/10.5194/cp-8-1031-2012
	Severi, Mirko; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Traversi, Rita; Udisti, Roberto; Ruth, Urs; Fischer, Hubertus; Huybrechts, Philippe; Wolff, Eric William; Parrenin, Frédéric; Kaufmann, Patrik R; Lambert, Fabrice; Steffensen, Jørgen Peder (2007): Synchronisation of the EDML and EDC ice cores for the last 52 kyr by volcanic signature matching. Climate of the Past, 3, 367-374, https://doi.org/10.5194/cp-3-367-2007
	Sigl, Michael; Fudge, Tyler J; Winstrup, Mai; Cole-Dai, Jihong; Ferris, David G; McConnell, Joseph R; Taylor, Kendrick C; Welten, Kees C; Woodruff, Thomas E; Adolphi, Florian; Faïn, Xavier; Brook, Edward J; Buizert, Christo; Caffee, Marc W; Dunbar, Nelia W; Edwards, Ross L; Geng, Lei; Iverson, Nels; Koffman, Bess G; Layman, Lawrence; Maselli, Olivia J; McGwire, Kenneth C; Muscheler, Raimund; Nishiizumi, Kunihiko; Pasteris, Daniel R; Rhodes, Rachael H; Sowers, Todd A (2016): The WAIS Divide deep ice core WD2014 chronology – Part 2: Annual-layer counting (0–31 ka BP). Climate of the Past, 12(3), 769-786, https://doi.org/10.5194/cp-12-769-2016
	Svensson, Anders M; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Blunier, Thomas; Rasmussen, Sune Olander; Vinther, Bo Møllesøe; Vallelonga, Paul T; Capron, Emilie; Gkinis, Vasileios; Cook, Eliza; Kjær, Helle Astrid; Muscheler, Raimund; Kipfstuhl, Sepp; Wilhelms, Frank; Stocker, Thomas F; Fischer, Hubertus; Adolphi, Florian; Erhardt, Tobias; Sigl, Michael; Landais, Amaëlle; Parrenin, Frédéric; Buizert, Christo; McConnell, Joseph R; Severi, Mirko; Mulvaney, Robert; Bigler, Matthias (2020): Bipolar volcanic synchronization of abrupt climate change in Greenland and Antarctic ice cores during the last glacial period. Climate of the Past, 16(4), 1565-1580, https://doi.org/10.5194/cp-16-1565-2020
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Funding:	European Research Council (ERC), grant/award no. 817493: ICORDA - Ice CORe DAting tools revisited to infer the dynamic of glacial – interglacial transitions over the last 1.5 million years (URI: https://doi.org/10.3030/817493)
Coverage:	MEDIAN LATITUDE: -77.284000 * MEDIAN LONGITUDE: 5.632000 * SOUTH-BOUND LATITUDE: -79.468000 * WEST-BOUND LONGITUDE: -112.086000 * NORTH-BOUND LATITUDE: -75.100000 * EAST-BOUND LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 310.95 m * MAXIMUM DEPTH, ice/snow: 3338.89 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
	WDC (WAIS Divide Ice Core) (URI: http://www.waisdivide.unh.edu/about/site.shtml) * LATITUDE: -79.468000 * LONGITUDE: -112.086000 * ELEVATION: 1766.0 m * LOCATION: Antarctica, west * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: Elevation determined from pole measurements using processed GPS data at the site. Elevation is referenced to WGS84.
Comment:	Version 2, 2026-02-05: Previous version doi:10.1594/PANGAEA.962566 contains errors in ice age AICC2012.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: WDC
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: EDC99
	Ice age [ka b2k] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: WD2014
	Ice age [ka b2k] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2012
	Ice age [ka b2k] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: EDC96
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	1185 data points
*/
Depth ice/snow [m] (WDC)	Depth ice/snow [m] (EDC99)	Ice age [ka b2k] (WD2014)	Ice age [ka b2k] (AICC2012)	Ice age [ka b2k] (AICC2023)	Depth ice/snow [m] (EDC96)
1802.56	310.95	10.01768	10.08530	10.0868	311.09
1805.71	311.87	10.04923	10.11710	10.1182	312.02
1806.95	312.21	10.06180	10.12850	10.1293	312.36
1808.94	312.70	10.07963	10.14490	10.1454	312.86
1812.35	313.68	10.11361	10.17770	10.1784	313.84
1824.46	317.34	10.23549	10.30010	10.2992	317.52
1828.61	318.58	10.27726	10.34260	10.3409	318.74
1833.06	320.05	10.32312	10.39430	10.3918	320.18
1836.36	321.04	10.35532	10.42820	10.4247	321.15
1839.47	321.96	10.38612	10.46000	10.4560	322.06
1840.91	322.38	10.40084	10.47510	10.4707	322.49
1844.12	323.25	10.43142	10.50620	10.5012	323.36
1847.60	324.32	10.46737	10.54500	10.5390	324.45
1850.35	325.17	10.49653	10.57540	10.5688	325.31
1857.68	327.44	10.56917	10.64750	10.6390	327.57
1860.68	328.24	10.59860	10.67230	10.6632	328.38
1864.35	329.31	10.63591	10.70990	10.6998	329.44
1864.77	329.43	10.64015	10.71420	10.7039	329.56
1871.90	331.65	10.71379	10.79270	10.7805	331.78
1873.23	332.00	10.72724	10.80470	10.7923	332.13
1878.79	333.61	10.78202	10.86080	10.8467	333.74
1884.27	335.06	10.83533	10.91340	10.8986	335.18
1885.89	335.55	10.85130	10.93060	10.9156	335.68
1890.05	336.74	10.89134	10.97230	10.9564	336.87
1891.85	337.20	10.90920	10.98830	10.9718	337.32
1896.63	338.56	10.95611	11.03600	11.0198	338.68
1899.27	339.29	10.98274	11.06170	11.0455	339.41
1911.29	342.69	11.09831	11.18290	11.1647	342.82
1914.68	343.62	11.13012	11.21530	11.1969	343.75
1917.50	344.46	11.15756	11.24540	11.2265	344.56
1918.33	344.66	11.16516	11.25250	11.2338	344.76
1919.18	344.88	11.17264	11.26040	11.2417	344.98
1920.72	345.36	11.18711	11.27850	11.2592	345.47
1924.66	346.44	11.22442	11.31920	11.2999	346.56
1926.10	346.84	11.23751	11.33310	11.3142	346.97
1932.82	348.59	11.29766	11.39340	11.3729	348.73
1937.72	349.92	11.34170	11.44060	11.4195	350.08
1938.51	350.18	11.34944	11.44970	11.4288	350.35
1940.24	350.63	11.36456	11.46550	11.4447	350.79
1945.57	352.01	11.41083	11.51360	11.4897	352.19
1948.56	352.81	11.43821	11.54130	11.5171	353.00
1949.79	353.10	11.44843	11.55130	11.5274	353.29
2082.97	387.30	12.84710	13.03060	12.8719	387.43
2086.55	388.00	12.88351	13.06840	12.9094	388.13
2089.61	388.70	12.91602	13.10600	12.9457	388.83
2090.45	388.87	12.92455	13.11520	12.9544	389.00
2092.72	389.33	12.94761	13.13990	12.9773	389.46
2095.48	389.92	12.97584	13.17140	13.0069	390.05
2102.46	391.30	13.04691	13.24500	13.0799	391.44
2111.28	393.01	13.13579	13.33680	13.1698	393.16
2114.61	393.71	13.17233	13.37470	13.2072	393.87
2120.84	394.99	13.24066	13.44300	13.2783	395.17
2127.42	396.46	13.31140	13.51960	13.3551	396.66
2131.84	397.42	13.36022	13.56910	13.4062	397.64
2133.67	397.82	13.38091	13.58960	13.4270	398.04
2135.75	398.28	13.40407	13.61330	13.4508	398.47
2142.65	399.67	13.47937	13.68670	13.5282	399.76
2143.65	399.90	13.49077	13.69970	13.5419	399.98
2145.39	400.30	13.50902	13.72220	13.5653	400.35
2155.61	402.57	13.61665	13.84310	13.6899	402.69
2161.47	403.64	13.67740	13.89930	13.7466	403.78
2164.15	404.14	13.70567	13.92550	13.7746	404.30
2170.04	405.35	13.77049	13.99320	13.8449	405.51
2172.66	405.93	13.80071	14.02570	13.8781	406.09
2175.89	406.64	13.83704	14.06410	13.9176	406.80
2178.49	407.29	13.86890	14.09920	13.9538	407.46
2179.77	407.57	13.88411	14.11430	13.9693	407.73
2192.89	410.65	14.03818	14.27370	14.1315	410.82
2196.39	411.47	14.07995	14.31350	14.1728	411.63
2205.79	413.71	14.18938	14.42320	14.2797	413.88
2219.80	417.08	14.35377	14.58820	14.4421	417.25
2231.09	419.72	14.47700	14.70400	14.5546	419.89
2232.82	420.10	14.49600	14.72120	14.5713	420.28
2234.46	420.53	14.51565	14.74070	14.5903	420.71
2235.28	420.74	14.52506	14.75020	14.5996	420.91
2240.16	421.90	14.58174	14.80880	14.6572	422.07
2243.06	422.59	14.61373	14.84370	14.6895	422.76
2245.17	423.05	14.63784	14.86710	14.7113	423.23
2253.51	424.87	14.73380	14.96150	14.8034	425.04
2254.91	425.14	14.74977	14.97580	14.8172	425.32
2256.08	425.39	14.76315	14.98900	14.8304	425.57
2257.25	425.73	14.77834	15.00710	14.8484	425.91
2258.36	425.96	14.79197	15.02010	14.8612	426.14
2260.29	426.43	14.81467	15.04670	14.8875	426.61
2263.21	427.12	14.84918	15.08570	14.9253	427.30
2266.16	427.86	14.88323	15.12620	14.9650	428.04
2267.61	428.19	14.90187	15.14400	14.9828	428.34
2270.09	428.78	14.93146	15.17580	15.0135	428.96
2271.82	429.23	14.95357	15.19970	15.0363	429.43
2273.90	429.76	14.97905	15.22730	15.0632	429.97
2274.72	429.98	14.98952	15.23880	15.0745	430.19
2276.37	430.41	15.01019	15.26120	15.0966	430.63
2279.50	431.09	15.04884	15.29780	15.1316	431.33
2282.82	431.96	15.09161	15.34560	15.1789	432.21
2288.38	433.24	15.16068	15.41350	15.2443	433.48
2290.20	433.75	15.18418	15.44030	15.2721	433.99
2291.32	433.98	15.19756	15.45240	15.2851	434.22
2302.65	436.52	15.33612	15.59230	15.4214	436.74
2305.68	437.29	15.37585	15.63500	15.4635	437.50
2308.74	438.09	15.41650	15.68290	15.5095	438.30
2314.87	439.58	15.50435	15.77300	15.5973	439.79
2317.08	440.12	15.53540	15.80600	15.6291	440.33
2321.50	441.22	15.59489	15.87170	15.6928	441.43
2325.17	442.15	15.65012	15.92650	15.7441	442.36
2338.17	445.42	15.85017	16.12380	15.9303	445.63
2341.56	446.27	15.89727	16.17460	15.9776	446.48
2345.15	447.22	15.95092	16.23150	16.0305	447.43
2346.26	447.58	15.97087	16.25390	16.0510	447.79
2349.07	448.28	16.01883	16.29740	16.0914	448.49
2353.27	449.39	16.08907	16.36700	16.1561	449.60
2355.78	450.06	16.13344	16.40920	16.1955	450.27
2357.45	450.49	16.16319	16.43640	16.2210	450.70
2361.13	451.50	16.23399	16.50260	16.2818	451.71
2364.19	452.41	16.29300	16.56190	16.3388	452.63
2364.47	452.48	16.29855	16.56640	16.3432	452.70
2367.35	453.29	16.35244	16.61870	16.3918	453.51
2370.02	453.97	16.40495	16.66280	16.4321	454.19
2372.87	454.75	16.46364	16.71400	16.4799	454.97
2385.01	458.07	16.70977	16.93530	16.6903	458.29
2388.11	458.99	16.77668	16.99910	16.7522	459.21
2392.36	460.39	16.87089	17.09960	16.8484	460.61
2451.04	481.50	18.45874	18.76280	18.5175	481.75
2451.61	481.78	18.47762	18.78550	18.5411	482.03
2452.91	482.35	18.51763	18.83280	18.5898	482.59
2454.15	482.83	18.55859	18.87270	18.6306	483.07
2455.07	483.17	18.58903	18.90100	18.6614	483.42
2457.18	484.06	18.65362	18.97130	18.7359	484.31
2457.66	484.27	18.66966	18.98740	18.7532	484.52
2462.29	486.10	18.81839	19.13190	18.9060	486.34
2466.31	487.81	18.94707	19.26810	19.0501	488.04
2468.26	488.57	19.01033	19.32840	19.1138	488.80
2469.29	488.95	19.04543	19.35870	19.1458	489.17
2475.51	491.46	19.24944	19.56030	19.3600	491.68
2477.48	492.19	19.31563	19.61760	19.4205	492.41
2478.40	492.52	19.34573	19.64310	19.4480	492.74
2480.54	493.36	19.41550	19.70810	19.5179	493.57
2482.75	494.12	19.48210	19.76480	19.5763	494.33
2484.15	494.65	19.52824	19.80440	19.6204	494.86
2487.72	495.76	19.64212	19.89070	19.7141	495.98
2488.15	495.90	19.65523	19.90180	19.7259	496.11
2489.18	496.22	19.68772	19.92720	19.7529	496.43
2490.50	496.69	19.72757	19.96450	19.7932	496.90
2497.13	499.21	19.94548	20.16590	20.0132	499.42
2506.36	502.55	20.23814	20.42160	20.2923	502.77
2506.98	502.75	20.25589	20.43740	20.3096	502.96
2507.75	503.03	20.27963	20.45950	20.3331	503.25
2508.41	503.29	20.29984	20.47990	20.3549	503.51
2509.50	503.73	20.33486	20.51260	20.3912	503.95
2510.37	504.06	20.36500	20.53710	20.4182	504.27
2511.17	504.38	20.39052	20.56090	20.4445	504.60
2532.92	512.55	21.08520	21.18140	21.1313	512.78
2538.38	514.77	21.26760	21.35230	21.3206	515.00
2545.78	517.60	21.53080	21.57060	21.5579	517.83
2554.48	521.49	21.83120	21.87100	21.8807	521.72
2572.04	528.29	22.43388	22.42740	22.4563	528.52
2575.23	529.61	22.54037	22.53740	22.5695	529.84
2581.92	532.31	22.76410	22.75520	22.7952	532.54
2585.71	533.91	22.89576	22.88780	22.9328	534.14
2586.49	534.24	22.92331	22.91570	22.9616	534.47
2589.57	535.60	23.02446	23.03090	23.0810	535.83
2590.30	535.95	23.04925	23.06060	23.1117	536.18
2592.34	536.83	23.12215	23.13520	23.1894	537.06
2594.62	537.83	23.20063	23.21990	23.2755	538.06
2598.13	539.33	23.32502	23.33960	23.3977	539.56
2599.07	539.76	23.35774	23.37460	23.4330	539.99
2599.93	540.16	23.38860	23.40790	23.4664	540.39
2600.46	540.37	23.40632	23.42540	23.4843	540.60
2602.92	541.45	23.49583	23.51650	23.5784	541.68
2604.21	541.96	23.54318	23.56140	23.6249	542.19
2604.75	542.23	23.56208	23.58510	23.6489	542.46
2605.24	542.42	23.57784	23.60190	23.6654	542.65
2610.99	544.79	23.77275	23.80360	23.8681	545.02
2613.63	545.89	23.86207	23.89700	23.9616	546.12
2614.56	546.22	23.89233	23.92550	23.9902	546.45
2615.10	546.42	23.91083	23.94400	24.0079	546.65
2617.34	547.36	23.98497	24.03060	24.0935	547.59
2618.48	547.79	24.02341	24.07020	24.1351	548.02
2619.77	548.25	24.06429	24.11360	24.1790	548.48
2621.16	548.73	24.11210	24.15890	24.2237	548.96
2622.32	549.16	24.15207	24.19950	24.2636	549.39
2623.04	549.45	24.17607	24.22690	24.2905	549.68
2623.51	549.64	24.19263	24.24520	24.3095	549.87
2626.10	550.57	24.27671	24.33480	24.3989	550.80
