/* DATA DESCRIPTION:
Citation:	Bouchet, Marie; Landais, Amaëlle; Grisart, Antoine; Parrenin, Frédéric; Prié, Frédéric; Jacob, Roxanne; Fourré, Elise; Capron, Emilie; Raynaud, Dominique; Lipenkov, Vladimir Ya; Loutre, Marie-France; Extier, Thomas; Svensson, Anders M; Martinerie, Patricia; Leuenberger, Markus Christian; Jiang, Wei; Ritterbusch, Florian; Lu, Zheng-Tian; Yang, Guo-Min (2026): AICC2023, VOSTOK [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.990385, 
	In: Bouchet, M et al. (2023): The Antarctic ice core chronology (AICC2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.961017
Keyword(s):	Accumulation rate; Bayesian; Depth/age; Dronning Maud Land; EPICA Dome C ice core; Ice core; Ice core chronology; NGRIP
Related to:	Baumgartner, Matthias; Kindler, Philippe; Eicher, Olivier; Floch, Gilbert; Schilt, Adrian; Schwander, Jakob; Spahni, Renato; Capron, Emilie; Chappellaz, Jérôme A; Leuenberger, Markus Christian; Fischer, Hubertus; Stocker, Thomas F (2014): NGRIP CH4 concentration from 120 to 10 kyr before present and its relation to a δ15N temperature reconstruction from the same ice core. Climate of the Past, 10(2), 903-920, https://doi.org/10.5194/cp-10-903-2014
	Bazin, Lucie; Landais, Amaëlle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, Patricia; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Ya; Loutre, Marie-France; Raynaud, Dominique; Vinther, Bo Møllesøe; Svensson, Anders M; Rasmussen, Sune Olander; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus Christian; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric William (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, https://doi.org/10.5194/cp-9-1715-2013
	Bréant, Camille; Martinerie, Patricia; Orsi, Anaïs; Arnaud, Laurent; Landais, Amaëlle (2017): Modelling firn thickness evolution during the last deglaciation: constraints on sensitivity to temperature and impurities. Climate of the Past, 13(7), 833-853, https://doi.org/10.5194/cp-13-833-2017
	Buizert, Christo; Cuffey, Kurt M; Severinghaus, Jeffrey P; Baggenstos, Daniel; Fudge, Tyler J; Steig, Eric J; Markle, Bradley R; Winstrup, Mai; Rhodes, Rachael H; Brook, Edward J; Sowers, Todd A; Clow, Gary D; Cheng, Hai; Edwards, Ross L; Sigl, Michael; McConnell, Joseph R; Taylor, Kendrick C (2015): The WAIS Divide deep ice core WD2014 chronology - Part 1: Methane synchronization (68–31 ka BP) and the gas age–ice age difference. Climate of the Past, 11(2), 153-173, https://doi.org/10.5194/cp-11-153-2015
	Buizert, Christo; Sigl, Michael; Severi, Mirko; Markle, Bradley R; Wettstein, Justin J; McConnell, Joseph R; Pedro, Joel B; Sodemann, Harald; Goto-Azuma, Kumiko; Kawamura, Kenji; Fujita, Shuji; Motoyama, Hideaki; Hirabayashi, Motohiro; Uemura, Ryu; Stenni, Barbara; Parrenin, Frédéric; He, Feng; Fudge, Tyler J; Steig, Eric J (2018): Abrupt ice-age shifts in southern westerly winds and Antarctic climate forced from the north. Nature, 563(7733), 681-685, https://doi.org/10.1038/s41586-018-0727-5
	Crotti, Ilaria; Landais, Amaëlle; Stenni, Barbara; Bazin, Lucie; Parrenin, Frédéric; Frezzotti, Massimo; Ritterbusch, Florian; Lu, Zheng-Tian; Jiang, Wei; Yang, Guo-Min; Fourré, Elise; Orsi, Anais J; Jacob, Roxanne; Minster, Bénédicte; Prié, Frédéric; Dreossi, Giuliano; Barbante, Carlo (2021): An extension of the TALDICE ice core age scale reaching back to MIS 10.1. Quaternary Science Reviews, 266, 107078, https://doi.org/10.1016/j.quascirev.2021.107078
	Parrenin, Frédéric; Petit, Jean Robert; Masson-Delmotte, Valerie; Wolff, E; Basile-Doelsch, Isabelle; Jouzel, Jean; Lipenkov, V; Rasmussen, Sune Olander; Schwander, Jakob; Severi, Mirko; Udisti, Roberto; Veres, Daniel; Vinther, Bo Møllesøe (2012): Volcanic synchronisation between the EPICA Dome C and Vostok ice cores (Antarctica) 0–145 kyr BP. Climate of the Past, 8(3), 1031-1045, https://doi.org/10.5194/cp-8-1031-2012
	Severi, Mirko; Becagli, Silvia; Castellano, Emiliano; Morganti, Andrea; Traversi, Rita; Udisti, Roberto; Ruth, Urs; Fischer, Hubertus; Huybrechts, Philippe; Wolff, Eric William; Parrenin, Frédéric; Kaufmann, Patrik R; Lambert, Fabrice; Steffensen, Jørgen Peder (2007): Synchronisation of the EDML and EDC ice cores for the last 52 kyr by volcanic signature matching. Climate of the Past, 3, 367-374, https://doi.org/10.5194/cp-3-367-2007
	Sigl, Michael; Fudge, Tyler J; Winstrup, Mai; Cole-Dai, Jihong; Ferris, David G; McConnell, Joseph R; Taylor, Kendrick C; Welten, Kees C; Woodruff, Thomas E; Adolphi, Florian; Faïn, Xavier; Brook, Edward J; Buizert, Christo; Caffee, Marc W; Dunbar, Nelia W; Edwards, Ross L; Geng, Lei; Iverson, Nels; Koffman, Bess G; Layman, Lawrence; Maselli, Olivia J; McGwire, Kenneth C; Muscheler, Raimund; Nishiizumi, Kunihiko; Pasteris, Daniel R; Rhodes, Rachael H; Sowers, Todd A (2016): The WAIS Divide deep ice core WD2014 chronology – Part 2: Annual-layer counting (0–31 ka BP). Climate of the Past, 12(3), 769-786, https://doi.org/10.5194/cp-12-769-2016
	Svensson, Anders M; Dahl-Jensen, Dorthe; Steffensen, Jørgen Peder; Blunier, Thomas; Rasmussen, Sune Olander; Vinther, Bo Møllesøe; Vallelonga, Paul T; Capron, Emilie; Gkinis, Vasileios; Cook, Eliza; Kjær, Helle Astrid; Muscheler, Raimund; Kipfstuhl, Sepp; Wilhelms, Frank; Stocker, Thomas F; Fischer, Hubertus; Adolphi, Florian; Erhardt, Tobias; Sigl, Michael; Landais, Amaëlle; Parrenin, Frédéric; Buizert, Christo; McConnell, Joseph R; Severi, Mirko; Mulvaney, Robert; Bigler, Matthias (2020): Bipolar volcanic synchronization of abrupt climate change in Greenland and Antarctic ice cores during the last glacial period. Climate of the Past, 16(4), 1565-1580, https://doi.org/10.5194/cp-16-1565-2020
	Veres, Daniel; Bazin, Lucie; Landais, Amaëlle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, Patricia; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune Olander; Severi, Mirko; Svensson, Anders M; Vinther, Bo Møllesøe; Wolff, Eric William (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, https://doi.org/10.5194/cp-9-1733-2013
Funding:	European Research Council (ERC), grant/award no. 817493: ICORDA - Ice CORe DAting tools revisited to infer the dynamic of glacial – interglacial transitions over the last 1.5 million years (URI: https://doi.org/10.3030/817493)
Coverage:	LATITUDE: -78.464420 * LONGITUDE: 106.837320
	DATE/TIME START: 1980-01-01T00:00:00 * DATE/TIME END: 1980-01-01T00:00:00
	MINIMUM DEPTH, ice/snow: 0 m * MAXIMUM DEPTH, ice/snow: 3272 m
Event(s):	Vostok * LATITUDE: -78.464420 * LONGITUDE: 106.837320 * DATE/TIME: 1980-01-01T00:00:00 * ELEVATION: 3488.0 m * RECOVERY: 2755 m * LOCATION: Antarctica * CAMPAIGN: Ice_core_diverse * BASIS: Sampling/drilling ice * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: annual pressure 624 mbar; mean annual temperature -55.5°C; snow accumulation between 2.2 and
	22.5 g/cm**2/yr, about 250 ka
Comment:	Version 2, 2026-02-05: Previous version doi:10.1594/PANGAEA.961022 contains errors in ice age AICC2012 and gas age AICC2012.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Ice age [ka BP] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2012
	Ice age [ka BP] (Ice age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Ice age, uncertainty [ka] (Ice age unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Gas age [ka BP] (Gas age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2012
	Gas age [ka BP] (Gas age) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Gas age, uncertainty [ka] (Gas age unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: AICC2023
	Age, difference, uncertainty [±] (Age diff unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: Ice-Gas Age difference uncertainty
	Accumulation of snow/ice, analyzed [m/a] (Acc rate ice analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Accumulation of snow/ice, analyzed, uncertainty [±] (Acc rate ice analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Thinning, analyzed (Thinning analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Thinning, analyzed, uncertainty (Thinning analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Lock-in-Depth, analyzed [m] (LID analyzed) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Lock-in-Depth, analyzed, uncertainty [m] (LID analyzed unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr)
	Depth, difference [m] (Depth diff) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: Between ice and gas of same age
	Depth, difference, uncertainty [±] (Depth diff unc) * PI: Bouchet, Marie (https://orcid.org/0009-0002-0760-1776, marie.bouchet@lsce.ipsl.fr) * COMMENT: Between ice and gas of same age
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	48265 data points
*/
Depth ice/snow [m]	Ice age [ka BP] (AICC2012)	Ice age [ka BP] (AICC2023)	Ice age unc [ka] (AICC2023)	Gas age [ka BP] (AICC2012)	Gas age [ka BP] (AICC2023)	Gas age unc [ka] (AICC2023)	Age diff unc [±] (Ice-Gas Age difference uncert...)	Acc rate ice analyzed [m/a]	Acc rate ice analyzed unc [±]	Thinning analyzed	Thinning analyzed unc	LID analyzed [m]	LID analyzed unc [m]	Depth diff [m] (Between ice and gas of same age)	Depth diff unc [±] (Between ice and gas of same age)
0	-0.0500	-0.0499	0.010					0.0215	0.0036	0.9947	0.0004				
1	-0.0321	-0.0320	0.010					0.0215	0.0036	0.9943	0.0005				
2	-0.0143	-0.0138	0.011					0.0215	0.0036	0.9938	0.0006				
3	0.0042	0.0046	0.013					0.0215	0.0036	0.9934	0.0007				
4	0.0226	0.0234	0.015					0.0215	0.0035	0.9929	0.0008				
5	0.0416	0.0425	0.018					0.0215	0.0035	0.9924	0.0010				
6	0.0607	0.0619	0.020					0.0215	0.0035	0.9920	0.0011				
7	0.0804	0.0816	0.023					0.0215	0.0034	0.9915	0.0012				
8	0.1000	0.1017	0.026					0.0201	0.0032	0.9911	0.0013				
9	0.1211	0.1235	0.029					0.0215	0.0034	0.9906	0.0014				
10	0.1421	0.1443	0.032					0.0221	0.0035	0.9901	0.0015				
11	0.1637	0.1648	0.034					0.0199	0.0031	0.9897	0.0016				
12	0.1852	0.1880	0.037					0.0184	0.0029	0.9892	0.0017				
13	0.2098	0.2134	0.041					0.0196	0.0030	0.9888	0.0018				
14	0.2344	0.2378	0.044					0.0202	0.0031	0.9883	0.0019				
15	0.2579	0.2619	0.047					0.0211	0.0032	0.9878	0.0020				
16	0.2814	0.2852	0.050					0.0207	0.0031	0.9874	0.0022				
17	0.3060	0.3096	0.052					0.0202	0.0031	0.9869	0.0023				
18	0.3306	0.3349	0.055					0.0219	0.0033	0.9865	0.0024				
19	0.3532	0.3586	0.058					0.0240	0.0036	0.9860	0.0026				
20	0.3759	0.3807	0.061					0.0222	0.0034	0.9855	0.0027				
21	0.4003	0.4050	0.063					0.0219	0.0033	0.9851	0.0029				
22	0.4248	0.4300	0.066					0.0214	0.0033	0.9846	0.0030				
23	0.4518	0.4560	0.069					0.0198	0.0030	0.9842	0.0032				
24	0.4788	0.4846	0.072					0.0193	0.0030	0.9837	0.0033				
25	0.5090	0.5144	0.075					0.0190	0.0029	0.9833	0.0035				
26	0.5391	0.5452	0.078					0.0201	0.0031	0.9828	0.0036				
27	0.5682	0.5746	0.081					0.0207	0.0032	0.9823	0.0037				
28	0.5974	0.6037	0.084					0.0217	0.0034	0.9819	0.0038				
29	0.6258	0.6318	0.086					0.0214	0.0034	0.9814	0.0039				
30	0.6542	0.6607	0.089					0.0197	0.0031	0.9810	0.0040				
31	0.6867	0.6926	0.092					0.0192	0.0031	0.9805	0.0041				
32	0.7192	0.7257	0.095					0.0204	0.0033	0.9800	0.0043				
33	0.7501	0.7573	0.098					0.0217	0.0036	0.9796	0.0044				
34	0.7810	0.7874	0.101					0.0216	0.0035	0.9791	0.0046				
35	0.8126	0.8180	0.103					0.0206	0.0034	0.9787	0.0047				
36	0.8442	0.8505	0.106					0.0206	0.0034	0.9782	0.0049				
37	0.8766	0.8833	0.109					0.0217	0.0036	0.9778	0.0051				
38	0.9089	0.9148	0.111					0.0216	0.0036	0.9773	0.0052				
39	0.9414	0.9469	0.114					0.0215	0.0036	0.9768	0.0054				
40	0.9739	0.9793	0.116					0.0207	0.0034	0.9764	0.0055				
41	1.0075	1.0134	0.119					0.0220	0.0037	0.9759	0.0056				
42	1.0411	1.0458	0.121					0.0226	0.0038	0.9755	0.0056				
43	1.0748	1.0775	0.123					0.0207	0.0035	0.9750	0.0057				
44	1.1085	1.1126	0.125					0.0210	0.0035	0.9746	0.0058				
45	1.1433	1.1474	0.128					0.0217	0.0036	0.9741	0.0060				
46	1.1781	1.1813	0.130					0.0211	0.0035	0.9736	0.0061				
47	1.2153	1.2166	0.132					0.0197	0.0033	0.9732	0.0062				
48	1.2524	1.2546	0.134					0.0194	0.0032	0.9727	0.0064				
49	1.2900	1.2934	0.136					0.0216	0.0036	0.9723	0.0066				
50	1.3275	1.3287	0.137					0.0229	0.0038	0.9718	0.0068				
51	1.3622	1.3621	0.139					0.0222	0.0037	0.9714	0.0070				
52	1.3968	1.3969	0.140					0.0221	0.0036	0.9709	0.0072				
53	1.4326	1.4321	0.141					0.0223	0.0037	0.9704	0.0073				
54	1.4684	1.4673	0.143					0.0215	0.0036	0.9700	0.0073				
55	1.5067	1.5040	0.144					0.0206	0.0034	0.9695	0.0074				
56	1.5450	1.5426	0.145					0.0206	0.0034	0.9691	0.0074				
57	1.5851	1.5813	0.146					0.0200	0.0033	0.9686	0.0075				
58	1.6252	1.6215	0.146					0.0197	0.0033	0.9682	0.0076				
59	1.6660	1.6626	0.147					0.0208	0.0035	0.9677	0.0078				
60	1.7068	1.7018	0.148					0.0205	0.0035	0.9673	0.0079				
61	1.7480	1.7419	0.148					0.0202	0.0034	0.9668	0.0081				
62	1.7891	1.7827	0.148					0.0202	0.0035	0.9664	0.0082				
63	1.8305	1.8238	0.149					0.0207	0.0036	0.9659	0.0084				
64	1.8720	1.8643	0.149					0.0214	0.0037	0.9654	0.0087				
65	1.9110	1.9036	0.149					0.0227	0.0040	0.9650	0.0089				
66	1.9499	1.9409	0.149					0.0219	0.0039	0.9645	0.0090				
67	1.9898	1.9798	0.149					0.0216	0.0038	0.9641	0.0090				
68	2.0297	2.0195	0.149					0.0217	0.0039	0.9636	0.0091				
69	2.0704	2.0591	0.150					0.0215	0.0039	0.9632	0.0091				
70	2.1110	2.0994	0.150					0.0213	0.0039	0.9627	0.0092				
71	2.1532	2.1402	0.150					0.0207	0.0038	0.9623	0.0093				
72	2.1953	2.1823	0.150					0.0211	0.0039	0.9618	0.0094				
73	2.2363	2.2239	0.151					0.0227	0.0043	0.9613	0.0095				
74	2.2772	2.2628	0.152					0.0247	0.0047	0.9609	0.0097				
75	2.3170	2.2988	0.152					0.0207	0.0040	0.9604	0.0099				
76	2.3569	2.3418	0.153					0.0199	0.0038	0.9600	0.0101				
77	2.4013	2.3867	0.154					0.0212	0.0041	0.9595	0.0103				
78	2.4458	2.4291	0.156					0.0214	0.0041	0.9591	0.0106				
79	2.4874	2.4715	0.157					0.0231	0.0045	0.9586	0.0108				
80	2.5289	2.5108	0.159					0.0220	0.0043	0.9582	0.0108				
81	2.5731	2.5522	0.160					0.0201	0.0039	0.9577	0.0108				
82	2.6173	2.5977	0.163					0.0222	0.0044	0.9573	0.0108				
83	2.6593	2.6391	0.165					0.0225	0.0044	0.9568	0.0108				
84	2.7013	2.6801	0.167					0.0204	0.0040	0.9564	0.0109				
85	2.7492	2.7255	0.169					0.0192	0.0037	0.9559	0.0110				
86	2.7970	2.7741	0.172					0.0214	0.0042	0.9555	0.0112				
87	2.8394	2.8177	0.175					0.0237	0.0046	0.9550	0.0113				
88	2.8818	2.8574	0.177					0.0219	0.0043	0.9546	0.0115				
89	2.9276	2.9004	0.180					0.0202	0.0040	0.9541	0.0117				
90	2.9733	2.9472	0.183					0.0201	0.0039	0.9536	0.0119				
91	3.0203	2.9944	0.185					0.0213	0.0041	0.9532	0.0122				
92	3.0672	3.0392	0.188					0.0221	0.0043	0.9527	0.0125				
93	3.1119	3.0824	0.191					0.0216	0.0042	0.9523	0.0124				
94	3.1566	3.1268	0.193					0.0224	0.0044	0.9518	0.0124				
95	3.2001	3.1697	0.196					0.0229	0.0044	0.9514	0.0124				
96	3.2435	3.2120	0.198					0.0218	0.0042	0.9509	0.0124				
97	3.2893	3.2565	0.201		-0.0472	0.650	0.680	0.0215	0.0042	0.9505	0.0125	100.01	19.95	96.85	36.29
98	3.3352	3.3018	0.203		-0.0014	0.649	0.680	0.0221	0.0043	0.9500	0.0126	99.99	19.90	95.33	35.06
99	3.3801	3.3460	0.206		0.0441	0.649	0.681	0.0224	0.0043	0.9496	0.0127	99.99	19.90	93.92	33.66
100	3.4251	3.3899	0.208		0.0897	0.651	0.682	0.0230	0.0045	0.9491	0.0129	99.99	19.93	92.60	32.47
101	3.4688	3.4325	0.210		0.1368	0.649	0.681	0.0229	0.0044	0.9486	0.0131	99.99	19.98	91.36	31.30
102	3.5125	3.4756	0.212		0.1834	0.720	0.750	0.0210	0.0041	0.9481	0.0133	99.99	19.92	90.19	30.10
103	3.5606	3.5227	0.214		0.2352	0.704	0.734	0.0210	0.0041	0.9476	0.0135	100.00	19.91	89.10	28.99
104	3.6087	3.5699	0.216		0.2834	0.671	0.703	0.0232	0.0045	0.9471	0.0138	100.00	19.98	88.08	28.10
105	3.6519	3.6128	0.218		0.3319	0.672	0.704	0.0239	0.0046	0.9466	0.0141	100.00	19.94	87.12	27.10
106	3.6951	3.6546	0.219		0.3757	0.598	0.635	0.0237	0.0046	0.9461	0.0141	100.01	19.93	86.23	26.25
107	3.7391	3.6968	0.221		0.4201	0.642	0.677	0.0227	0.0044	0.9456	0.0140	100.03	19.93	85.40	25.43
108	3.7832	3.7410	0.222		0.4670	0.703	0.734	0.0215	0.0042	0.9451	0.0140	100.04	19.91	84.61	24.69
109	3.8306	3.7878	0.224		0.5182	0.735	0.766	0.0218	0.0042	0.9445	0.0140	100.06	19.92	83.88	24.05
110	3.8780	3.8340	0.225		0.5692	0.695	0.727	0.0226	0.0044	0.9440	0.0141	100.08	20.01	83.18	23.55
111	3.9240	3.8787	0.227		0.6171	0.651	0.686	0.0222	0.0043	0.9435	0.0142	100.09	19.97	82.53	22.94
112	3.9699	3.9243	0.228		0.6642	0.693	0.726	0.0214	0.0042	0.9430	0.0143	100.10	19.94	81.89	22.38
113	4.0184	3.9717	0.229		0.7162	0.723	0.755	0.0213	0.0042	0.9425	0.0145	100.11	19.91	81.29	21.86
114	4.0668	4.0194	0.230		0.7662	0.659	0.694	0.0213	0.0042	0.9419	0.0146	100.11	19.93	80.70	21.44
115	4.1159	4.0673	0.231		0.8134	0.666	0.700	0.0210	0.0041	0.9414	0.0149	100.10	19.95	80.15	21.07
116	4.1651	4.1160	0.232		0.8629	0.689	0.722	0.0207	0.0041	0.9409	0.0151	100.10	20.00	79.62	20.74
117	4.2153	4.1655	0.233		0.9112	0.657	0.691	0.0209	0.0041	0.9404	0.0154	100.10	20.00	79.12	20.41
118	4.2655	4.2146	0.234		0.9588	0.659	0.693	0.0217	0.0042	0.9399	0.0157	100.10	19.97	78.63	20.07
119	4.3116	4.2621	0.235		1.0067	0.675	0.708	0.0237	0.0046	0.9393	0.0157	100.13	19.96	78.20	19.76
120	4.3578	4.3055	0.235		1.0526	0.635	0.670	0.0249	0.0049	0.9387	0.0156	100.17	19.97	77.79	19.53
121	4.4001	4.3471	0.236		1.0990	0.687	0.719	0.0249	0.0049	0.9380	0.0156	100.20	19.99	77.39	19.30
122	4.4424	4.3887	0.236		1.1473	0.667	0.700	0.0249	0.0049	0.9374	0.0156	100.24	19.98	77.00	19.07
123	4.4848	4.4304	0.236		1.1942	0.675	0.707	0.0249	0.0049	0.9368	0.0156	100.27	19.99	76.63	18.86
124	4.5273	4.4722	0.237		1.2441	0.725	0.755	0.0249	0.0049	0.9362	0.0157	100.31	19.97	76.27	18.65
125	4.5703	4.5140	0.237		1.2964	0.691	0.722	0.0244	0.0048	0.9356	0.0158	100.33	19.95	75.92	18.43
126	4.6133	4.5567	0.237		1.3442	0.627	0.661	0.0231	0.0046	0.9350	0.0160	100.32	19.94	75.54	18.24
127	4.6603	4.6020	0.237		1.3911	0.646	0.678	0.0221	0.0043	0.9343	0.0161	100.30	19.94	75.17	18.06
128	4.7074	4.6493	0.237		1.4389	0.645	0.678	0.0211	0.0042	0.9337	0.0164	100.29	19.95	74.81	17.89
129	4.7572	4.6989	0.237		1.4871	0.667	0.698	0.0216	0.0042	0.9331	0.0166	100.27	19.95	74.46	17.73
